-DOCSTART- -X- O
trong OT B-O 
một OT B-O 
văn OT B-O 
bản OT B-O 
là OT B-O 
MAX OT B-O 
_ OT B-O 
SENTS OT B-O 
, OT B-O 
( OT B-O 
ii OT B-O 
) OT B-O 
số OT B-O 
từ OT B-O 
nhiều OT B-O 
nhất OT B-O 
trong OT B-O 
một OT B-O 
câu OT B-O 
MAX OT B-O 
_ OT B-O 
SENT OT B-O 
_ OT B-O 
LENGTH OT B-O 
, OT B-O 
( OT B-O 
iii OT B-O 
) OT B-O 
số OT B-O 
bộ OT B-O 
trong OT B-O 
tập OT B-O 
dữ OT B-O 
liệu OT B-O 
là OT B-O 
TRAIN OT B-O 
_ OT B-O 
SET OT B-O 
_ OT B-O 
LENGTH OT B-O 
. OT B-O 

EWC AN B-AN 
có OT B-O 
thể OT B-O 
học OT B-O 
trong OT B-O 
môi OT B-O 
trường OT B-O 
liên OT B-O 
tục OT B-O 
nhiều OT B-O 
tác OT B-O 
vụ OT B-O 
, OT B-O 
tuy OT B-O 
nhiên OT B-O 
tác OT B-O 
giả OT B-O 
diễn OT B-O 
giải OT B-O 
trên OT B-O 
hai OT B-O 
tác OT B-O 
vụ OT B-O 
cho OT B-O 
đơn OT B-O 
giản OT B-O 
và OT B-O 
dễ OT B-O 
hình OT B-O 
dung OT B-O 
. OT B-O 
Tham OT B-O 
số OT B-O 
cho OT B-O 
việc OT B-O 
học OT B-O 
tác OT B-O 

‖ OT B-O 
22 OT B-O 
là OT B-O 
chuẩn OT B-O 
Frobenius OT B-O 
của OT B-O 
một OT B-O 
ma OT B-O 
trận OT B-O 
. OT B-O 
Ta OT B-O 
thấy OT B-O 
thành OT B-O 
phần OT B-O 
( OT B-O 
𝑎 OT B-O 
) OT B-O 
trong OT B-O 
công OT B-O 
thức OT B-O 
PT AN B-AN 
2 OT B-O 
. OT B-O 
17 OT B-O 
đóng OT B-O 
vai OT B-O 
trò OT B-O 
như OT B-O 
một OT B-O 
đại OT B-O 
lượng OT B-O 
( OT B-O 
𝑙 OT B-O 
) OT B-O 

Chữ OT B-O 
ký OT B-O 
của OT B-O 
GVHD AN B-AN 
Bộ OT B-O 
môn OT B-O 
: OT B-O 
Viện OT B-O 
: OT B-O 

Một OT B-O 
thuật OT B-O 
toán OT B-O 
A OT B-O 
được OT B-O 
gọi OT B-O 
là OT B-O 
mạnh OT B-O 
mẽ OT B-O 
- OT B-O 
( OT B-O 
K OT B-O 
, OT B-O 
 OT B-O 
) OT B-O 
, OT B-O 
với OT B-O 
 OT B-O 
( OT B-O 
· OT B-O 
) OT B-O 
: OT B-O 
X OT B-O 
m OT B-O 
→ OT B-O 
R OT B-O 
nếu OT B-O 
với OT B-O 
mọi OT B-O 
tập OT B-O 
học OT B-O 
S OT B-O 
∈ OT B-O 
X OT B-O 
m OT B-O 
, OT B-O 
∀s OT B-O 
∈ OT B-O 
S OT B-O 
, OT B-O 
∀z OT B-O 
∈ OT B-O 
X OT B-O 
, OT B-O 
∀i OT B-O 
∈ OT B-O 
{ OT B-O 
1 OT B-O 
, OT B-O 
... OT B-O 
, OT B-O 
K OT B-O 
} OT B-O 
: OT B-O 
s OT B-O 
, OT B-O 
z OT B-O 
∈ OT B-O 
Xi OT B-O 
= OT B-O 
⇒ OT B-O 
| OT B-O 
L OT B-O 
( OT B-O 
A OT B-O 
( OT B-O 
S OT B-O 
) OT B-O 
, OT B-O 
s OT B-O 
) OT B-O 
− OT B-O 
L OT B-O 
( OT B-O 
A OT B-O 
( OT B-O 
S OT B-O 
) OT B-O 
, OT B-O 
z OT B-O 
) OT B-O 
| OT B-O 
≤ OT B-O 
 OT B-O 
( OT B-O 
S OT B-O 
) OT B-O 

2 OT B-O 
. OT B-O 
Tác OT B-O 
tử OT B-O 
thứ OT B-O 
hai OT B-O 
, OT B-O 
tương OT B-O 
ứng OT B-O 
với OT B-O 
ngôn OT B-O 
ngữ OT B-O 
B OT B-O 
, OT B-O 
nhận OT B-O 
được OT B-O 
thông OT B-O 
điệp OT B-O 
được OT B-O 
gửi OT B-O 
từ OT B-O 
tác OT B-O 
tử OT B-O 
thứ OT B-O 
nhất OT B-O 
sang OT B-O 
dưới OT B-O 
dạng OT B-O 
ngôn OT B-O 
ngữ OT B-O 
B OT B-O 
và OT B-O 
kiểm OT B-O 
tra OT B-O 
tính OT B-O 
hợp OT B-O 
lý OT B-O 
của OT B-O 
đoạn OT B-O 
thông OT B-O 
điệp OT B-O 
đó OT B-O 

EWC AN B-AN 
HAT AN B-AN 
Tác OT B-O 
v OT B-O 
11 OT B-O 

qi OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Trọng OT B-O 
Nhật OT B-O 
, OT B-O 
20143316 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 
8 OT B-O 

L1 OT B-O 
làm OT B-O 
đại OT B-O 
lượng OT B-O 
hiệu OT B-O 
chỉnh OT B-O 
: OT B-O 
𝑁 OT B-O 
∗ OT B-O 

𝐿𝐷 AN B-AN 
( OT B-O 
𝛽 OT B-O 
) OT B-O 
trong OT B-O 
công OT B-O 
thức OT B-O 
( OT B-O 
3 OT B-O 
) OT B-O 
. OT B-O 
Bài OT B-O 
toán OT B-O 
hồi OT B-O 
quy OT B-O 
Logistic OT B-O 
cho OT B-O 
Group OT B-O 
Lasso OT B-O 
[ OT B-O 
46 OT B-O 
] OT B-O 
được OT B-O 
viết OT B-O 
dưới OT B-O 
dạng OT B-O 
: OT B-O 

( OT B-O 
DVAE AN B-AN 
) OT B-O 
[ OT B-O 
3 OT B-O 
] OT B-O 
có OT B-O 
thực OT B-O 
hiện OT B-O 
một OT B-O 
ý OT B-O 
tưởng OT B-O 
đó OT B-O 
là OT B-O 
sử OT B-O 
dụng OT B-O 
thành OT B-O 
phàn OT B-O 
nhiễu OT B-O 
² OT B-O 
để OT B-O 
thêm OT B-O 
vào OT B-O 
bức OT B-O 
ảnh OT B-O 
gốc OT B-O 
ban OT B-O 
đầu OT B-O 
. OT B-O 
Với OT B-O 
mục OT B-O 
tiêu OT B-O 
đặt OT B-O 
ra OT B-O 
là OT B-O 
mặc OT B-O 
dù OT B-O 
ta OT B-O 
đưa OT B-O 
bức OT B-O 
ảnh OT B-O 

thay OT B-O 
đổi OT B-O 
C OT B-O 
thì OT B-O 
kết OT B-O 
quả OT B-O 
không OT B-O 
có OT B-O 
quá OT B-O 
nhiều OT B-O 
chênh OT B-O 
lệch OT B-O 
nên OT B-O 
có OT B-O 
thể OT B-O 
cách OT B-O 
làm OT B-O 
này OT B-O 
cũng OT B-O 
không OT B-O 
quá OT B-O 
cải OT B-O 
thiện OT B-O 
được OT B-O 
kết OT B-O 
quả OT B-O 
cuối OT B-O 
cùng OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
. OT B-O 
Song OT B-O 
, OT B-O 
nó OT B-O 
có OT B-O 
thể OT B-O 

Thông OT B-O 
số OT B-O 
thực OT B-O 
nghiệm OT B-O 
chung OT B-O 
: OT B-O 
• OT B-O 
Optimizer OT B-O 
: OT B-O 
Adam OT B-O 
với OT B-O 
β1 OT B-O 
= OT B-O 
0.5 OT B-O 
, OT B-O 
β2 OT B-O 
= OT B-O 
0.999 OT B-O 
• OT B-O 
Nhiễu OT B-O 
z OT B-O 
: OT B-O 
gồm OT B-O 
100 OT B-O 
chiều OT B-O 
tuân OT B-O 
theo OT B-O 
phân OT B-O 
phối OT B-O 
chuẩn OT B-O 
N OT B-O 
( OT B-O 
0 OT B-O 
, OT B-O 
I OT B-O 
) OT B-O 

bộ OT B-O 
các OT B-O 
thử OT B-O 
nghiệm OT B-O 
. OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Thế OT B-O 
Linh OT B-O 
– AN B-AN 
20142585 OT B-O 
– AN I-AN 
K59 OT B-O 
– AN I-AN 
Lớp OT B-O 
CNTT AN I-AN 
– AN I-AN 
TT AN I-AN 
2.03 OT B-O 

Quá OT B-O 
trình OT B-O 
học OT B-O 
ra OT B-O 
biểu OT B-O 
diễn OT B-O 
văn OT B-O 
bản OT B-O 
với OT B-O 
đầu OT B-O 
vào OT B-O 
là OT B-O 
TF AN B-AN 
- AN I-AN 
IDF AN I-AN 
của OT B-O 
văn OT B-O 
bản OT B-O 
đó OT B-O 
, OT B-O 
cố OT B-O 
định OT B-O 
tham OT B-O 
số OT B-O 
𝛽̅ OT B-O 
đã OT B-O 
học OT B-O 
và OT B-O 
tối OT B-O 
ưu OT B-O 
tham OT B-O 
số OT B-O 
𝜃 OT B-O 
: OT B-O 
24 OT B-O 

Networks OT B-O 
( OT B-O 
CNN AN B-AN 
) OT B-O 
còn OT B-O 
có OT B-O 
nhiều OT B-O 
các OT B-O 
mạng OT B-O 
nơ-ron OT B-O 
kết OT B-O 
cấu OT B-O 
phức OT B-O 
tạp OT B-O 
khác OT B-O 
như OT B-O 
Recurrent OT B-O 
Neural OT B-O 
Networks OT B-O 
( OT B-O 
RNN AN B-AN 
) OT B-O 
( OT B-O 
LR OT B-O 
Medsker OT B-O 
, OT B-O 
2001 OT B-O 
) OT B-O 
, OT B-O 
Transformer OT B-O 
( OT B-O 
Ashish OT B-O 
Vaswani OT B-O 
, OT B-O 
2017 OT B-O 
) OT B-O 
, OT B-O 
… OT B-O 
Trong OT B-O 
đồ OT B-O 
án OT B-O 
này OT B-O 
sử OT B-O 
dụng OT B-O 
hai OT B-O 
mạng OT B-O 
nơ-ron OT B-O 
là OT B-O 
MLP AN B-AN 
và OT B-O 
CNN AN I-AN 
cho OT B-O 
bài OT B-O 
toán OT B-O 
phân OT B-O 
loại OT B-O 
ảnh OT B-O 
để OT B-O 
thử OT B-O 
nghiệm OT B-O 

Hình OT B-O 
24 OT B-O 
: OT B-O 
Kết OT B-O 
quả OT B-O 
khi OT B-O 
so OT B-O 
sánh OT B-O 
các OT B-O 
cách OT B-O 
tính OT B-O 
w OT B-O 
khác OT B-O 
nhau OT B-O 
với OT B-O 
số OT B-O 
view OT B-O 
là OT B-O 
5 OT B-O 
Thêm OT B-O 
một OT B-O 
thí OT B-O 
nghiệm OT B-O 
nữa OT B-O 
thì OT B-O 
số OT B-O 
view OT B-O 
đã OT B-O 
được OT B-O 
tăng OT B-O 
lên OT B-O 
là OT B-O 
5 OT B-O 
. OT B-O 
Ở OT B-O 
thí OT B-O 
nghiệm OT B-O 
này OT B-O 
em OT B-O 

Hình OT B-O 
7 OT B-O 
: OT B-O 
Hiệu OT B-O 
suất OT B-O 
NPMI AN B-AN 
của OT B-O 
các OT B-O 
phương OT B-O 
pháp OT B-O 
trên OT B-O 
mô OT B-O 
hình OT B-O 
LDA AN B-AN 
với OT B-O 
6 OT B-O 
bộ OT B-O 
dữ OT B-O 
liệu OT B-O 
không OT B-O 
có OT B-O 
nhãn OT B-O 
thời OT B-O 
gian OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 

PT AN B-AN 
3.1 OT B-O 
Graph OT B-O 
Convolutional OT B-O 
Networks OT B-O 
( OT B-O 
GCN AN B-AN 
) OT B-O 
Graph OT B-O 
Convolutional OT B-O 
Networks OT B-O 
( OT B-O 
GCN AN I-AN 
) OT B-O 
là OT B-O 
một OT B-O 
mạng OT B-O 
neural OT B-O 
đa OT B-O 
lớp OT B-O 
hoạt OT B-O 

cũng OT B-O 
là OT B-O 
một OT B-O 
mô OT B-O 
hình OT B-O 
sinh OT B-O 
rất OT B-O 
hiệu OT B-O 
quả OT B-O 
. OT B-O 
Phần OT B-O 
tiếp OT B-O 
theo OT B-O 
sẽ OT B-O 
trình OT B-O 
bày OT B-O 
chi OT B-O 
tiết OT B-O 
cơ OT B-O 
sở OT B-O 
lý OT B-O 
thuyết OT B-O 
và OT B-O 
phương OT B-O 
pháp OT B-O 
học OT B-O 
cho OT B-O 
mô OT B-O 
hình OT B-O 
LDA AN B-AN 
để OT B-O 
làm OT B-O 
rõ OT B-O 
những OT B-O 
điều OT B-O 
này OT B-O 
. OT B-O 

không OT B-O 
có OT B-O 
nhiều OT B-O 
cải OT B-O 
thiện OT B-O 
so OT B-O 
với OT B-O 
mô OT B-O 
hình OT B-O 
ITE AN B-AN 
- AN I-AN 
item AN I-AN 
_ AN I-AN 
pcat AN I-AN 
, OT B-O 
đôi OT B-O 
khi OT B-O 
còn OT B-O 
thiếu OT B-O 
tính OT B-O 
ổn OT B-O 
định OT B-O 
. OT B-O 
Nguyên OT B-O 
nhân OT B-O 
có OT B-O 
thể OT B-O 
là OT B-O 
do OT B-O 
cách OT B-O 
xây OT B-O 
dựng OT B-O 
biểu OT B-O 
diễn OT B-O 
pcat AN I-AN 
của OT B-O 

TN AN B-AN 
: OT B-O 
True OT B-O 
Negative OT B-O 
Độ OT B-O 
đo OT B-O 
MRR AN B-AN 
Độ OT B-O 
đo OT B-O 
MRR AN I-AN 
có OT B-O 
ý OT B-O 
nghĩa OT B-O 
đánh OT B-O 
giá OT B-O 
hệ OT B-O 
thống OT B-O 
gợi OT B-O 
ý OT B-O 
dựa OT B-O 
vào OT B-O 
thứ OT B-O 
tự OT B-O 
sắp OT B-O 
xếp OT B-O 
các OT B-O 
vị OT B-O 
trí OT B-O 

0.65 OT B-O 
Tác OT B-O 
v OT B-O 
9 OT B-O 
EWC AN B-AN 

để OT B-O 
đưa OT B-O 
ra OT B-O 
đầu OT B-O 
ra OT B-O 
có OT B-O 
cỡ OT B-O 
4 OT B-O 
× OT B-O 
4 OT B-O 
× OT B-O 
K OT B-O 
. OT B-O 
Tiếp OT B-O 
đó OT B-O 
, OT B-O 
ma OT B-O 
trận OT B-O 
trọng OT B-O 
số OT B-O 
ứng OT B-O 
W OT B-O 
l OT B-O 
được OT B-O 
tính OT B-O 
bằng OT B-O 
công OT B-O 
thức OT B-O 
: OT B-O 
∂L OT B-O 
∂z OT B-O 
l OT B-O 

Hệ OT B-O 
đào OT B-O 
tạo OT B-O 
: OT B-O 
Đại OT B-O 
học OT B-O 
chính OT B-O 
quy OT B-O 
Đồ LF B-LF 
án LF I-LF 
tốt LF I-LF 
nghiệp LF I-LF 
( OT B-O 
ĐATN AN B-AN 
) OT B-O 
được OT B-O 
thực OT B-O 
hiện OT B-O 
tại OT B-O 
: OT B-O 
Trường OT B-O 
Đại OT B-O 
học OT B-O 
Bách OT B-O 
Khoa OT B-O 

1825K OT B-O 
Tuy OT B-O 
nhiên OT B-O 
giả OT B-O 
định OT B-O 
trong OT B-O 
môi OT B-O 
trường OT B-O 
học OT B-O 
liên OT B-O 
tục OT B-O 
là OT B-O 
số OT B-O 
lượng OT B-O 
tác OT B-O 
vụ OT B-O 
có OT B-O 
thể OT B-O 
vô OT B-O 
cùng OT B-O 
lớn OT B-O 
hay OT B-O 
thậm OT B-O 
chí OT B-O 
là OT B-O 
vô OT B-O 
hạn OT B-O 
, OT B-O 
nên OT B-O 
đây OT B-O 
vẫn OT B-O 
là OT B-O 
một OT B-O 
vấn OT B-O 
đề OT B-O 
cần OT B-O 
phải OT B-O 
giải OT B-O 
quyết OT B-O 

42 OT B-O 
7 OT B-O 
CÁC OT B-O 
CHỮ OT B-O 
VIẾT OT B-O 
TẮT OT B-O 

Hình OT B-O 
5 OT B-O 
. OT B-O 
7 OT B-O 
: OT B-O 
Độ OT B-O 
chính OT B-O 
xác OT B-O 
trung OT B-O 
bình OT B-O 
khi OT B-O 
kết OT B-O 
thúc OT B-O 
mỗi OT B-O 
tác OT B-O 
vụ OT B-O 
của OT B-O 
VBD AN B-AN 
- AN I-AN 
CL AN I-AN 
và OT B-O 
HardVBD AN I-AN 
- AN I-AN 
CL AN I-AN 
. OT B-O 
44 OT B-O 
HAT_800_0.1 OT B-O 

Giả OT B-O 
sử OT B-O 
phân OT B-O 
phối OT B-O 
xấp OT B-O 
xỉ OT B-O 
hậu OT B-O 
nghiệm OT B-O 
trên OT B-O 
𝜃 OT B-O 
là OT B-O 
GMF AN B-AN 
, OT B-O 
khi OT B-O 
đó OT B-O 
ta OT B-O 
có OT B-O 
2 OT B-O 
) OT B-O 
𝑞𝜙 OT B-O 
( OT B-O 
𝜃𝑑ℎ OT B-O 
) OT B-O 
= OT B-O 
𝑁 OT B-O 
( OT B-O 
𝜇𝑑ℎ OT B-O 
, OT B-O 
𝜎𝑑ℎ OT B-O 

Cụ OT B-O 
thể OT B-O 
, OT B-O 
vector OT B-O 
đầu OT B-O 
vào OT B-O 
ở OT B-O 
lớp OT B-O 
thấp OT B-O 
nhất OT B-O 
sẽ OT B-O 
có OT B-O 
dạng OT B-O 
xi OT B-O 
= OT B-O 
embeding OT B-O 
+ OT B-O 
P OT B-O 
E OT B-O 
( OT B-O 
i OT B-O 
) OT B-O 
với OT B-O 
i OT B-O 
là OT B-O 
vị OT B-O 
trí OT B-O 
của OT B-O 
từ OT B-O 
tương OT B-O 
ứng OT B-O 
. OT B-O 
Cụ OT B-O 
thể OT B-O 
như OT B-O 
sau OT B-O 
: OT B-O 

5.4.3 OT B-O 
Thử OT B-O 
nghiệm OT B-O 
với OT B-O 
mạng OT B-O 
CNN AN B-AN 
Split OT B-O 
CIFAR100 OT B-O 
và OT B-O 
Split OT B-O 
CIFAR10 AN B-AN 
- AN B-AN 
100 AN I-AN 
: OT B-O 
VBD AN I-AN 
- AN I-AN 
CL AN I-AN 
cũng OT B-O 
thể OT B-O 
hiện OT B-O 
hiệu OT B-O 
quả OT B-O 
vượt OT B-O 

đảm OT B-O 
bảo OT B-O 
hội OT B-O 
tụ OT B-O 
đến OT B-O 
điểm OT B-O 
tối OT B-O 
ưu OT B-O 
. OT B-O 
Từ OT B-O 
đây OT B-O 
chúng OT B-O 
ta OT B-O 
có OT B-O 
phương OT B-O 
pháp OT B-O 
học OT B-O 
PVB AN B-AN 
cho OT B-O 
mô OT B-O 
hình OT B-O 
LDA AN B-AN 
được OT B-O 
trình OT B-O 
bày OT B-O 
chi OT B-O 
tiết OT B-O 
dưới OT B-O 
giải OT B-O 
thuật OT B-O 
sau OT B-O 
: OT B-O 

 OT B-O 
( OT B-O 
6 OT B-O 
) OT B-O 
Trong OT B-O 
các OT B-O 
hệ OT B-O 
thống OT B-O 
thực OT B-O 
tế OT B-O 
, OT B-O 
số OT B-O 
lượng OT B-O 
các OT B-O 
người OT B-O 
dùng OT B-O 
M OT B-O 
và OT B-O 
số OT B-O 
lượng OT B-O 
các OT B-O 
item OT B-O 

tham OT B-O 
số OT B-O 
tối OT B-O 
ưu OT B-O 
𝜃𝐵 OT B-O 
∗ OT B-O 
sao OT B-O 
cho OT B-O 
nằm OT B-O 
trong OT B-O 
miền OT B-O 
tối OT B-O 
ưu OT B-O 
của OT B-O 
𝜃𝐴 OT B-O 
∗ OT B-O 
. OT B-O 
EWC AN B-AN 
cho OT B-O 
rằng OT B-O 
tồn OT B-O 
tại OT B-O 
một OT B-O 
miền OT B-O 
giao OT B-O 
thoa OT B-O 
giữa OT B-O 
các OT B-O 
tham OT B-O 
số OT B-O 
tối OT B-O 
ưu OT B-O 
của OT B-O 
từng OT B-O 
tác OT B-O 
vụ OT B-O 
và OT B-O 
mong OT B-O 
muốn OT B-O 
tìm OT B-O 
ra OT B-O 

sự OT B-O 
hướng OT B-O 
dẫn OT B-O 
của OT B-O 
PGS AN B-AN 
. AN B-AN 
TS AN I-AN 
. AN I-AN 
Đỗ OT B-O 
Phan OT B-O 
Thuận OT B-O 
. AN I-AN 
Các OT B-O 
kết OT B-O 
quả OT B-O 
trong OT B-O 
đồ OT B-O 
án OT B-O 
là OT B-O 
trung OT B-O 
thực OT B-O 
, OT B-O 
không OT B-O 
phải OT B-O 
sao OT B-O 
chép OT B-O 
toàn OT B-O 
văn OT B-O 
của OT B-O 
bất OT B-O 
kì OT B-O 
công OT B-O 
trình OT B-O 
nào OT B-O 
khác OT B-O 
. AN I-AN 

Giá OT B-O 
trị OT B-O 
𝑚=1 OT B-O 
𝐿 OT B-O 
𝑀 OT B-O 

𝐴𝑟𝑔𝑚𝑖𝑛𝜃 OT B-O 
, OT B-O 
𝛽 OT B-O 
𝐿 OT B-O 
= OT B-O 
∑ OT B-O 
( OT B-O 
𝛾̅𝑑𝑣 OT B-O 
− OT B-O 
𝜃𝑑𝑘 OT B-O 
𝑣 OT B-O 
Sau OT B-O 
quá OT B-O 
trình OT B-O 
huấn OT B-O 
luyện OT B-O 
, OT B-O 
tham OT B-O 
số OT B-O 
𝛽 OT B-O 
được OT B-O 
cố OT B-O 
định OT B-O 
và OT B-O 
sử OT B-O 
dụng OT B-O 
cho OT B-O 
quá OT B-O 
trình OT B-O 
suy OT B-O 

Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 
67 OT B-O 
Tài OT B-O 
liệu OT B-O 
tham OT B-O 
khảo OT B-O 

Các OT B-O 
phương OT B-O 
pháp OT B-O 
được OT B-O 
huấn OT B-O 
luyện OT B-O 
với OT B-O 
100 OT B-O 
vòng OT B-O 
lặp OT B-O 
, OT B-O 
riêng OT B-O 
VBD AN B-AN 
- AN I-AN 
CL AN I-AN 
là OT B-O 
150 OT B-O 
. OT B-O 
5.4 OT B-O 
5.4.1 OT B-O 

liệu OT B-O 
VCCorp OT B-O 
được OT B-O 
cho OT B-O 
ở OT B-O 
Bảng OT B-O 
2 AN B-AN 
. OT B-O 
Bộ OT B-O 
dữ OT B-O 
liệu OT B-O 
này OT B-O 
được OT B-O 
sử OT B-O 
dụng OT B-O 
để OT B-O 
so OT B-O 
sánh OT B-O 
, OT B-O 
đánh OT B-O 
giá OT B-O 
giữa OT B-O 
ba OT B-O 
mô OT B-O 
hình OT B-O 
ITE AN B-AN 
- AN I-AN 
2 AN I-AN 
, OT B-O 
ITE AN I-AN 
- AN I-AN 
3 AN I-AN 
và OT B-O 
ITE AN I-AN 
- AN I-AN 
4 AN I-AN 
. OT B-O 

Tuy OT B-O 
nhiên OT B-O 
, OT B-O 
nếu OT B-O 
so OT B-O 
sánh OT B-O 
với OT B-O 
mô OT B-O 
hình OT B-O 
NAML AN B-AN 
và OT B-O 
NRMS AN B-AN 
đã OT B-O 
trình OT B-O 
bày OT B-O 
ở OT B-O 
phần OT B-O 
trên OT B-O 
thì OT B-O 
mô OT B-O 
hình OT B-O 
LSTUR AN B-AN 
có OT B-O 
kết OT B-O 
quả OT B-O 
tốt OT B-O 
hơn OT B-O 
NRMS AN I-AN 
nhưng OT B-O 
kém OT B-O 
hơn OT B-O 
so OT B-O 
với OT B-O 
NAML AN I-AN 
. OT B-O 
Từ OT B-O 
đó OT B-O 
có OT B-O 
thể OT B-O 
thấy OT B-O 
, OT B-O 
cách OT B-O 
tiếp OT B-O 
cận OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
LSTUR AN I-AN 
là OT B-O 
hợp OT B-O 
lý OT B-O 
nhưng OT B-O 
chưa OT B-O 
khai OT B-O 
thác OT B-O 

j−k/2 OT B-O 
, OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
, OT B-O 
hj+k/2 OT B-O 
] OT B-O 
+ OT B-O 
bw OT B-O 
) OT B-O 
+ OT B-O 
dj OT B-O 
với OT B-O 
hij OT B-O 
là OT B-O 
đầu OT B-O 
ra OT B-O 
của OT B-O 
kernel OT B-O 
j OT B-O 
trong OT B-O 
lớp OT B-O 
i OT B-O 
. OT B-O 
Ở OT B-O 
vị OT B-O 
trí OT B-O 
encoder OT B-O 
, OT B-O 
các OT B-O 
đầu OT B-O 
ra OT B-O 
của OT B-O 
lớp OT B-O 
trước OT B-O 
được OT B-O 
đảm OT B-O 
bảo OT B-O 
có OT B-O 
số OT B-O 
chiều OT B-O 
tương OT B-O 
ứng OT B-O 
để OT B-O 
trở OT B-O 

43 OT B-O 
Bảng OT B-O 
3 OT B-O 
. OT B-O 
2 OT B-O 
miêu OT B-O 
tả OT B-O 
kết OT B-O 
quả OT B-O 
BLEU AN B-AN 
của OT B-O 
các OT B-O 
thử OT B-O 
nghiệm OT B-O 
áp OT B-O 
dụng OT B-O 
nhiễu OT B-O 
với OT B-O 
3 OT B-O 
mô OT B-O 
hình OT B-O 
ngôn OT B-O 
ngữ OT B-O 
, OT B-O 
có OT B-O 
thể OT B-O 
nhận OT B-O 
thấy OT B-O 
mô OT B-O 
hình OT B-O 
dịch OT B-O 
sử OT B-O 
dụng OT B-O 
nhiều OT B-O 
kênh OT B-O 
nhiễu OT B-O 
có OT B-O 
kết OT B-O 
quả OT B-O 
gần OT B-O 
tương OT B-O 
đương OT B-O 

NDCG AN B-AN 
@ OT B-O 
10 OT B-O 
Hình OT B-O 
19 OT B-O 
: OT B-O 
So OT B-O 
sánh OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
trên OT B-O 
bộ OT B-O 
Retailrocket OT B-O 
qua OT B-O 
từng OT B-O 
vòng OT B-O 
lặp OT B-O 
với OT B-O 
k OT B-O 
= OT B-O 
64 OT B-O 
Hình OT B-O 
19 OT B-O 
và OT B-O 
Hình OT B-O 
20 OT B-O 
là OT B-O 
kết OT B-O 
quả OT B-O 
độ OT B-O 
đo OT B-O 
trên OT B-O 
tập OT B-O 
test OT B-O 
của OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
qua OT B-O 

với OT B-O 
𝑠𝑖 OT B-O 
∈ OT B-O 
𝑠 OT B-O 
sẽ OT B-O 
được OT B-O 
