-DOCSTART- -X- O
structure LF I-LF 
grammars LF I-LF 
( OT B-O 
GPSG AN B-AN 
's AN I-AN 
) OT B-O 
appear OT B-O 
to OT B-O 
offer OT B-O 
a LF I-LF 
means OT B-O 
by OT B-O 
which OT B-O 
the OT B-O 
syntactic OT B-O 

and OT B-O 
opportunities OT B-O 
. OT B-O 
In OT B-O 
Proceedings OT B-O 
of OT B-O 
the OT B-O 
1st OT B-O 
International OT B-O 
Temporal LF B-LF 
Web LF I-LF 
Analytics LF I-LF 
Workshop LF I-LF 
( OT B-O 
TWAW AN B-AN 
) OT B-O 
, OT B-O 
pages OT B-O 
1 OT B-O 
? OT B-O 
8 OT B-O 
. OT B-O 

Model OT B-O 
of OT B-O 
Argumentation OT B-O 
. LF B-LF 
Proceedings OT B-O 
of OT B-O 
American LF I-LF 
Association LF I-LF 
.for LF I-LF 
Artificial LF I-LF 
Intelligence LF I-LF 
( OT B-O 
AAAI AN B-AN 
) OT B-O 
Conference OT B-O 
: OT B-O 
313-315 OT B-O 
. LF I-LF 

to LF B-LF 
? OT B-O 
constraints OT B-O 
? OT B-O 
in LF I-LF 
interactive LF I-LF 
topic LF I-LF 
models LF I-LF 
( OT B-O 
ITM AN B-AN 
) OT B-O 
( OT B-O 
Hu OT B-O 
et OT B-O 
al OT B-O 
, OT B-O 
2014 OT B-O 
) OT B-O 
. OT B-O 

Support OT B-O 
Vector LF B-LF 
Machine LF I-LF 
Support OT B-O 
Vector LF I-LF 
Machines LF I-LF 
( OT B-O 
SVMs OT B-O 
) AN B-AN 
have OT B-O 
been OT B-O 
shown OT B-O 
to LF I-LF 
be OT B-O 
an OT B-O 
effective OT B-O 
classifier OT B-O 
in LF I-LF 
text OT B-O 

When OT B-O 
using OT B-O 
only OT B-O 
the OT B-O 
former OT B-O 
type OT B-O 
of OT B-O 
feature OT B-O 
function OT B-O 
, OT B-O 
our OT B-O 
classifier OT B-O 
is OT B-O 
equivalent OT B-O 
to OT B-O 
a LF B-LF 
maximum LF I-LF 
entropy LF I-LF 
( OT B-O 
MaxEnt AN I-AN 
) OT B-O 
model OT B-O 
. OT B-O 

that OT B-O 
of OT B-O 
Visweswariah OT B-O 
et OT B-O 
al LF B-LF 
( OT B-O 
2011 OT B-O 
) OT B-O 
? OT B-O 
hereby OT B-O 
called OT B-O 
Travelling LF I-LF 
Salesman LF I-LF 
Problem LF I-LF 
( OT B-O 
TSP AN B-AN 
) OT B-O 
model OT B-O 
? OT B-O 
with OT B-O 

computed OT B-O 
from OT B-O 
the OT B-O 
rewrite OT B-O 
rules OT B-O 
by OT B-O 
the OT B-O 
examination OT B-O 
of OT B-O 
the OT B-O 
interdependencies OT B-O 
of OT B-O 
the OT B-O 
rules OT B-O 
with OT B-O 
the OT B-O 
help OT B-O 
of OT B-O 
KIT AN B-AN 
= OT B-O 
Ktinsdiche LF B-LF 
lntelligenz LF I-LF 
und OT B-O 
Textverstehen OT B-O 
( OT B-O 
artificial OT B-O 
intelligence OT B-O 
and OT B-O 
text OT B-O 
understanding OT B-O 
) OT B-O 
, OT B-O 
FAST AN B-AN 
= OT B-O 

Table OT B-O 
2 OT B-O 
: OT B-O 
Overall OT B-O 
scores OT B-O 
of OT B-O 
whole OT B-O 
task OT B-O 
as OT B-O 
well OT B-O 
as OT B-O 
separately OT B-O 
for OT B-O 
each OT B-O 
annotation OT B-O 
format OT B-O 
in OT B-O 
terms OT B-O 
of OT B-O 
labeled LF B-LF 
precision LF I-LF 
( OT B-O 
LP AN B-AN 
) OT B-O 
, OT B-O 
recall LF B-LF 
( OT B-O 
LR AN B-AN 
) OT B-O 
and OT B-O 
F OT B-O 
1 OT B-O 

4 OT B-O 
Supervised OT B-O 
Named OT B-O 
Entity OT B-O 
Recognition OT B-O 
In OT B-O 
the OT B-O 
first OT B-O 
part OT B-O 
of OT B-O 
this OT B-O 
work OT B-O 
, OT B-O 
we OT B-O 
adopt OT B-O 
a LF B-LF 
supervised OT B-O 
named LF I-LF 
entity LF I-LF 
recognition LF I-LF 
( OT B-O 
NER AN B-AN 
) OT B-O 
framework OT B-O 
for OT B-O 
the OT B-O 
attribute OT B-O 
extraction OT B-O 
problem OT B-O 
from OT B-O 
eBay OT B-O 
listing OT B-O 
titles OT B-O 
. OT B-O 

step OT B-O 
of OT B-O 
segmentation OT B-O 
is OT B-O 
presented OT B-O 
in LF B-LF 
Section OT B-O 
3 OT B-O 
with OT B-O 
two OT B-O 
variants OT B-O 
: OT B-O 
stochastic OT B-O 
word OT B-O 
alignment OT B-O 
( OT B-O 
GIZA AN B-AN 
) OT B-O 
and OT B-O 
integer LF I-LF 
linear LF I-LF 
programming LF I-LF 
( OT B-O 
ILP AN B-AN 
) OT B-O 
. OT B-O 
Then OT B-O 
evaluations OT B-O 

description OT B-O 
where OT B-O 
i LF B-LF 
t OT B-O 
is OT B-O 
useful OT B-O 
. OT B-O 
The OT B-O 
posit OT B-O 
ion OT B-O 
of OT B-O 
Linear LF I-LF 
Precedence LF I-LF 
( OT B-O 
LP AN B-AN 
) OT B-O 
state- OT B-O 
ments OT B-O 
in LF I-LF 
th OT B-O 
i LF I-LF 
s OT B-O 
formalism OT B-O 
must OT B-O 
now OT B-O 
be OT B-O 
c LF I-LF 
la OT B-O 
r LF I-LF 
i LF I-LF 
f OT B-O 
ied OT B-O 
. OT B-O 

( OT B-O 
see OT B-O 
, OT B-O 
e.g. OT B-O 
, OT B-O 
( OT B-O 
Moschitti OT B-O 
, OT B-O 
2006 OT B-O 
) OT B-O 
for OT B-O 
more OT B-O 
details OT B-O 
) OT B-O 
. OT B-O 
Syntactic LF B-LF 
Tree LF I-LF 
Kernel LF I-LF 
( OT B-O 
STK AN B-AN 
) OT B-O 
, OT B-O 
also OT B-O 
known OT B-O 
as OT B-O 
a LF I-LF 
subset OT B-O 
tree OT B-O 
kernel OT B-O 
( OT B-O 
Collins OT B-O 
and OT B-O 
Duffy OT B-O 
, OT B-O 
2002 OT B-O 
) OT B-O 
, OT B-O 
maps OT B-O 

Computational OT B-O 
Linguistics OT B-O 
, OT B-O 
Volume OT B-O 
15 OT B-O 
, OT B-O 
Number OT B-O 
1 OT B-O 
, OT B-O 
March OT B-O 
1989 OT B-O 
33 OT B-O 
Michael OT B-O 
C. OT B-O 
McCord OT B-O 
\ OT B-O 
] OT B-O 
Design OT B-O 
of OT B-O 
LMT AN B-AN 
: OT B-O 
A OT B-O 
Prolog-Based OT B-O 
Machine OT B-O 
Translation OT B-O 
System OT B-O 
sions OT B-O 
in OT B-O 
a LF B-LF 
logical LF I-LF 
form LF I-LF 
language LF I-LF 
( OT B-O 
LFL AN B-AN 
) OT B-O 
( OT B-O 
McCord OT B-O 
1985a OT B-O 
, OT B-O 
1987 OT B-O 
) OT B-O 
. OT B-O 

2013 OT B-O 
. OT B-O 
Overview OT B-O 
of OT B-O 
the OT B-O 
pathway LF B-LF 
curation LF I-LF 
( OT B-O 
PC AN B-AN 
) OT B-O 
task OT B-O 
of OT B-O 
bioNLP OT B-O 
shared OT B-O 
task OT B-O 
2013 OT B-O 
. OT B-O 

Bielefeld OT B-O 
University OT B-O 
2 OT B-O 
Center OT B-O 
of OT B-O 
Excellence OT B-O 
? OT B-O 
Cognitive LF B-LF 
Interaction LF I-LF 
Technology LF I-LF 
? OT B-O 
( OT B-O 
CITEC AN B-AN 
) OT B-O 
, OT B-O 
Bielefeld OT B-O 
University OT B-O 

c LF B-LF 
? OT B-O 
2009 OT B-O 
Association OT B-O 
for OT B-O 
Computational OT B-O 
Linguistics OT B-O 
Report OT B-O 
on LF I-LF 
the OT B-O 
First OT B-O 
NLG AN B-AN 
Challenge OT B-O 
on LF I-LF 
Generating LF I-LF 
Instructions LF I-LF 
in LF I-LF 
Virtual LF I-LF 
Environments LF I-LF 
( OT B-O 
GIVE AN B-AN 
) OT B-O 
Donna OT B-O 
Byron OT B-O 

Abstract OT B-O 
This OT B-O 
paper OT B-O 
provides OT B-O 
a OT B-O 
description OT B-O 
of OT B-O 
the OT B-O 
Hong OT B-O 
Kong OT B-O 
Polytechnic LF B-LF 
University LF I-LF 
( OT B-O 
PolyU AN B-AN 
) OT B-O 
System OT B-O 
that OT B-O 
participated OT B-O 
in OT B-O 
the OT B-O 
task OT B-O 
# OT B-O 
5 OT B-O 
of OT B-O 
SemEval-2 OT B-O 
, OT B-O 

sHDP AN B-AN 
0.162 OT B-O 
0.046 OT B-O 
0.442 OT B-O 
0.102 OT B-O 
Table OT B-O 
2 OT B-O 
: OT B-O 
Average OT B-O 
topic OT B-O 
coherence OT B-O 
for OT B-O 
various OT B-O 
baselines OT B-O 
( OT B-O 
HDP AN I-AN 
, OT B-O 
Gaussian LF B-LF 
LDA LF I-LF 
( OT B-O 
G-LDA AN I-AN 
) OT B-O 
) OT B-O 
and OT B-O 
sHDP AN I-AN 
. OT B-O 

In OT B-O 
second OT B-O 
method OT B-O 
we OT B-O 
compare OT B-O 
CLIR AN B-AN 
performance OT B-O 
of OT B-O 
the OT B-O 
two OT B-O 
systems OT B-O 
using OT B-O 
Cross LF B-LF 
Language LF I-LF 
Evaluation LF I-LF 
Forum LF I-LF 
( OT B-O 
CLEF AN B-AN 
) OT B-O 
2007 OT B-O 
ad-hoc OT B-O 
bilingual OT B-O 
track OT B-O 
( OT B-O 
Hindi-English OT B-O 
) OT B-O 
docu- OT B-O 

A OT B-O 
baseline OT B-O 
system OT B-O 
was OT B-O 
also OT B-O 
implemented OT B-O 
using OT B-O 
the OT B-O 
principle OT B-O 
of OT B-O 
most OT B-O 
frequent LF B-LF 
sense LF I-LF 
( OT B-O 
MFS OT B-O 
) AN B-AN 
, OT B-O 
where OT B-O 
each OT B-O 
word OT B-O 
sense LF I-LF 
distribution OT B-O 
was OT B-O 
retrieved OT B-O 

extraction LF B-LF 
. OT B-O 
Using OT B-O 
the OT B-O 
alignments OT B-O 
from OT B-O 
HIER AN B-AN 
, OT B-O 
we OT B-O 
created OT B-O 
phrase OT B-O 
tables OT B-O 
using OT B-O 
model LF B-LF 
probabilities OT B-O 
( OT B-O 
MOD AN B-AN 
) OT B-O 
, OT B-O 
and OT B-O 
heuristic LF I-LF 
extraction LF I-LF 
on LF I-LF 
words LF I-LF 
( OT B-O 
HEUR-W AN B-AN 
) OT B-O 
, OT B-O 
blocks OT B-O 

2 OT B-O 
Methodo OT B-O 
logy OT B-O 
A OT B-O 
User OT B-O 
Centered LF B-LF 
( OT B-O 
UC OT B-O 
) AN B-AN 
approach OT B-O 
was OT B-O 
adopted OT B-O 
for OT B-O 
the OT B-O 
design OT B-O 
of OT B-O 
GEPPETTO OT B-O 
. AN B-AN 

The OT B-O 
joint OT B-O 
model OT B-O 
is OT B-O 
trained OT B-O 
in OT B-O 
max-margin OT B-O 
fashion OT B-O 
using OT B-O 
a LF B-LF 
latent OT B-O 
structural LF I-LF 
SVM LF I-LF 
( OT B-O 
LSSVM OT B-O 
) AN I-AN 
where OT B-O 
the OT B-O 
answer-entailing OT B-O 
structures OT B-O 
are OT B-O 
latent OT B-O 
. OT B-O 

translations OT B-O 
. OT B-O 
Although OT B-O 
initially OT B-O 
intended OT B-O 
for OT B-O 
learners OT B-O 
of OT B-O 
English LF B-LF 
as LF I-LF 
Foreign LF I-LF 
Language LF I-LF 
( OT B-O 
EFL AN B-AN 
) OT B-O 
in OT B-O 
Taiwan OT B-O 
, OT B-O 
it OT B-O 
is LF I-LF 
a LF I-LF 
gold OT B-O 
mine OT B-O 
of OT B-O 
texts OT B-O 
in OT B-O 
English LF I-LF 

tiguous LF B-LF 
correspondence OT B-O 
. OT B-O 
The OT B-O 
Structure LF B-LF 
Reordering LF I-LF 
Rules LF I-LF 
( OT B-O 
SRR AN B-AN 
) OT B-O 
and OT B-O 
Discontiguous LF I-LF 
Phrase LF I-LF 
Rules LF I-LF 
( OT B-O 
DPR AN B-AN 
) OT B-O 
mentioned OT B-O 
by OT B-O 
( OT B-O 
Zhang OT B-O 
et OT B-O 
al OT B-O 
, OT B-O 
2008a OT B-O 
) OT B-O 
can OT B-O 
be OT B-O 
regarded OT B-O 

Lioma OT B-O 
C. OT B-O 
and LF B-LF 
Ounis OT B-O 
I. OT B-O 
, OT B-O 
A OT B-O 
Syntactically-Based OT B-O 
Query OT B-O 
Reformulation OT B-O 
Technique OT B-O 
for LF I-LF 
Information LF I-LF 
Retrieval OT B-O 
, OT B-O 
Information LF I-LF 
Processing LF I-LF 
and LF I-LF 
Management LF I-LF 
( OT B-O 
IPM AN B-AN 
) OT B-O 
, OT B-O 
Elsevier OT B-O 
Science OT B-O 
, OT B-O 
2007 OT B-O 

2 OT B-O 
Story OT B-O 
Segmentation OT B-O 
using OT B-O 
Modified OT B-O 
Kmeans LF B-LF 
( OT B-O 
MKM OT B-O 
) AN B-AN 
Clustering OT B-O 
The OT B-O 
first OT B-O 
step OT B-O 
in OT B-O 
multi-document OT B-O 
summarization OT B-O 
is OT B-O 

mance OT B-O 
. OT B-O 
We OT B-O 
investigated OT B-O 
chopping OT B-O 
criteria OT B-O 
based OT B-O 
on OT B-O 
a LF B-LF 
fixed LF B-LF 
number LF I-LF 
of LF I-LF 
words LF I-LF 
( OT B-O 
FIXED AN B-AN 
) OT B-O 
, OT B-O 
at OT B-O 
speaker OT B-O 
changes OT B-O 
( OT B-O 
TURN AN B-AN 
) OT B-O 
, OT B-O 
at OT B-O 
pauses LF I-LF 
( OT B-O 
PAUSE AN B-AN 
) OT B-O 
, OT B-O 
and OT B-O 
, OT B-O 
for OT B-O 
reference OT B-O 
, OT B-O 
at OT B-O 
actual OT B-O 
sentence OT B-O 

2.1 OT B-O 
Conditional OT B-O 
Random OT B-O 
Fields OT B-O 
Conditional OT B-O 
random OT B-O 
field OT B-O 
( OT B-O 
CRF OT B-O 
) OT B-O 
was OT B-O 
an OT B-O 
extension OT B-O 
of OT B-O 
both OT B-O 
Maximum LF B-LF 
Entropy LF I-LF 
Model LF I-LF 
( OT B-O 
MEMs AN B-AN 
) OT B-O 
and OT B-O 
Hidden OT B-O 
Markov OT B-O 
Models OT B-O 
( OT B-O 
HMMs OT B-O 
) OT B-O 
that OT B-O 
was OT B-O 
firstly OT B-O 

Lima OT B-O 
or OT B-O 
Jessica OT B-O 
Alba OT B-O 
? OT B-O 
? OT B-O 
. OT B-O 
Therefore OT B-O 
, OT B-O 
we OT B-O 
decided OT B-O 
to OT B-O 
employ OT B-O 
a LF B-LF 
Conditional LF I-LF 
Random LF I-LF 
Fields LF I-LF 
( OT B-O 
CRF AN B-AN 
) OT B-O 
tagger OT B-O 
( OT B-O 
Lafferty OT B-O 
et OT B-O 
al LF I-LF 
, OT B-O 
2001 OT B-O 
) OT B-O 
to OT B-O 
the OT B-O 
task OT B-O 
, OT B-O 
since OT B-O 
CRF AN I-AN 

and OT B-O 
( OT B-O 
W-1 AN B-AN 
, OT B-O 
W0 AN B-AN 
, OT B-O 
W1 AN B-AN 
) OT B-O 
? OT B-O 
Gazetteers LF B-LF 
( OT B-O 
GAZ AN B-AN 
) OT B-O 
: OT B-O 
We OT B-O 
use OT B-O 
two OT B-O 
sets OT B-O 
of OT B-O 
gazetteers OT B-O 
. OT B-O 

Best-Scoring-Choice OT B-O 
Realization OT B-O 
Pablo OT B-O 
Gerva OT B-O 
? OT B-O 
s LF B-LF 
, OT B-O 
Raquel OT B-O 
Herva OT B-O 
? OT B-O 
s LF I-LF 
, OT B-O 
Carlos OT B-O 
Leo OT B-O 
? OT B-O 
n LF I-LF 
Natural LF I-LF 
Interaction LF I-LF 
based LF I-LF 
on LF I-LF 
Language LF I-LF 
( OT B-O 
NIL AN B-AN 
) OT B-O 
Universidad OT B-O 
Complutense OT B-O 
de OT B-O 
Madrid OT B-O 

word OT B-O 
lexicon OT B-O 
optimized OT B-O 
for OT B-O 
a LF B-LF 
given OT B-O 
task OT B-O 
. OT B-O 
We OT B-O 
consider OT B-O 
the OT B-O 
task OT B-O 
of LF I-LF 
out LF I-LF 
of LF I-LF 
vocabulary LF I-LF 
( OT B-O 
OOV AN B-AN 
) OT B-O 
word OT B-O 
detection OT B-O 
, OT B-O 
which OT B-O 
relies OT B-O 
on OT B-O 
output OT B-O 
from OT B-O 

CDD AN B-AN 
, OT B-O 
which OT B-O 
comprises OT B-O 
a LF B-LF 
total OT B-O 
of OT B-O 
173 OT B-O 
gold OT B-O 
annotated OT B-O 
cues OT B-O 
, OT B-O 
we OT B-O 
find OT B-O 
that OT B-O 
Classifier OT B-O 
I OT B-O 
mislabels OT B-O 
11 OT B-O 
false LF I-LF 
positives LF I-LF 
( OT B-O 
FPs AN B-AN 
) OT B-O 
and OT B-O 
seven OT B-O 
false LF I-LF 
negatives LF I-LF 
( OT B-O 
FNs AN B-AN 
) OT B-O 
. OT B-O 

A OT B-O 
Combinatory LF B-LF 
Categorial LF I-LF 
Grammar LF I-LF 
parsing OT B-O 
( OT B-O 
CCG AN B-AN 
) OT B-O 
( OT B-O 
Steedman OT B-O 
, OT B-O 
2000 OT B-O 
) OT B-O 
tool OT B-O 
and OT B-O 
a LF I-LF 
Tree LF B-LF 
Kernel LF I-LF 
( OT B-O 
TK AN B-AN 
) OT B-O 
classifier OT B-O 
constitute OT B-O 
the OT B-O 
core OT B-O 
of OT B-O 
the OT B-O 
system OT B-O 
. OT B-O 

gorithm OT B-O 
( OT B-O 
PAS-PTK AN B-AN 
) OT B-O 
, OT B-O 
which OT B-O 
is OT B-O 
highly OT B-O 
more OT B-O 
efficient OT B-O 
and OT B-O 
more OT B-O 
accurate OT B-O 
than OT B-O 
the OT B-O 
SSTK AN B-AN 
and OT B-O 
( OT B-O 
ii OT B-O 
) OT B-O 
a LF B-LF 
new OT B-O 
kernel LF I-LF 
called OT B-O 
Part LF I-LF 
of LF I-LF 
Speech LF I-LF 
sequence LF I-LF 
kernel LF I-LF 
( OT B-O 
POSSK AN B-AN 
) OT B-O 
, OT B-O 
which OT B-O 
proves OT B-O 
very OT B-O 
accurate OT B-O 
to OT B-O 
represent OT B-O 
shallow OT B-O 
syn- OT B-O 

The OT B-O 
word OT B-O 
nchi OT B-O 
is OT B-O 
dis- OT B-O 
ambiguated OT B-O 
with OT B-O 
a OT B-O 
rule OT B-O 
relying OT B-O 
on LF B-LF 
the OT B-O 
Ncl AN B-AN 
of OT B-O 
the OT B-O 
following OT B-O 
genitive LF I-LF 
connector LF I-LF 
( OT B-O 
GEN-CON AN B-AN 
) OT B-O 
. OT B-O 

We OT B-O 
begin OT B-O 
by OT B-O 
describing OT B-O 
how OT B-O 
for OT B-O 
our OT B-O 
typical OT B-O 
model OT B-O 
, OT B-O 
the OT B-O 
Viterbi OT B-O 
EM OT B-O 
objective OT B-O 
can OT B-O 
be OT B-O 
formulated OT B-O 
as OT B-O 
a LF B-LF 
mixed LF I-LF 
integer LF I-LF 
quadratic LF I-LF 
programming LF I-LF 
( OT B-O 
MIQP AN B-AN 
) OT B-O 
problem OT B-O 
with OT B-O 
nonlinear OT B-O 
constraints OT B-O 
( OT B-O 
Figure OT B-O 
2 OT B-O 
) OT B-O 
. OT B-O 

Topic OT B-O 
: OT B-O 
Short OT B-O 
, OT B-O 
usually OT B-O 
controversial OT B-O 
statement OT B-O 
that OT B-O 
defines OT B-O 
the OT B-O 
subject OT B-O 
of OT B-O 
interest OT B-O 
. OT B-O 
Context LF B-LF 
Dependent LF I-LF 
Claim LF I-LF 
( OT B-O 
CDC AN B-AN 
) OT B-O 
: OT B-O 
General OT B-O 
, OT B-O 
and OT B-O 
concise OT B-O 
statement OT B-O 
, OT B-O 
that OT B-O 
directly OT B-O 
supports OT B-O 
or OT B-O 
contests OT B-O 
the OT B-O 
given OT B-O 
Topic OT B-O 
. OT B-O 

100 OT B-O 
Another OT B-O 
measure OT B-O 
of OT B-O 
accuracy OT B-O 
that OT B-O 
is OT B-O 
frequently OT B-O 
used OT B-O 
is OT B-O 
the OT B-O 
so OT B-O 
called OT B-O 
Out LF B-LF 
Of LF I-LF 
Vocabulary LF I-LF 
( OT B-O 
OOV AN B-AN 
) OT B-O 
measure OT B-O 
, OT B-O 
which OT B-O 
represents OT B-O 
the OT B-O 
percentage OT B-O 
of OT B-O 
words OT B-O 
that OT B-O 
was OT B-O 
not OT B-O 
recog- OT B-O 

Proceedings OT B-O 
of OT B-O 
the OT B-O 
2014 OT B-O 
Conference OT B-O 
on OT B-O 
Empirical OT B-O 
Methods LF B-LF 
in LF I-LF 
Natural LF I-LF 
Language LF I-LF 
Processing LF I-LF 
( LF I-LF 
EMNLP OT B-O 
) AN B-AN 
, AN I-AN 
pages OT B-O 
477 OT B-O 
? OT B-O 
487 OT B-O 
, AN I-AN 
October OT B-O 
25-29 OT B-O 
, AN I-AN 
2014 OT B-O 
, AN I-AN 
Doha OT B-O 
, AN I-AN 
Qatar OT B-O 
. OT B-O 

In OT B-O 
order OT B-O 
to OT B-O 
overcome OT B-O 
these OT B-O 
limitations OT B-O 
, OT B-O 
some OT B-O 
techniques OT B-O 
like OT B-O 
word OT B-O 
sense LF B-LF 
induction LF I-LF 
( OT B-O 
WSI OT B-O 
) AN B-AN 
have OT B-O 
been OT B-O 
proposed OT B-O 
for OT B-O 
discovering OT B-O 
words OT B-O 
? OT B-O 

is OT B-O 
shown OT B-O 
in OT B-O 
PLATE OT B-O 
1 OT B-O 
. OT B-O 
The OT B-O 
second OT B-O 
part OT B-O 
is OT B-O 
the OT B-O 
Prompt LF B-LF 
Piano LF I-LF 
Server LF I-LF 
( OT B-O 
PPS AN B-AN 
) OT B-O 
, OT B-O 
which OT B-O 
is OT B-O 
an LF I-LF 
IVR AN B-AN 
( OT B-O 
interactive OT B-O 
voice OT B-O 
response OT B-O 
) OT B-O 
server OT B-O 
with OT B-O 
a LF I-LF 
Dialogic OT B-O 

nority OT B-O 
preference OT B-O 
algorithm OT B-O 
that OT B-O 
models OT B-O 
bridging OT B-O 
recognition OT B-O 
as OT B-O 
a LF B-LF 
subtask OT B-O 
of OT B-O 
learning OT B-O 
finegrained OT B-O 
information LF I-LF 
status LF I-LF 
( OT B-O 
IS AN B-AN 
) OT B-O 
. OT B-O 
We OT B-O 
substan- OT B-O 

One OT B-O 
means OT B-O 
of OT B-O 
achieving OT B-O 
a LF B-LF 
fiat OT B-O 
structure OT B-O 
with OT B-O 
extrinsic OT B-O 
ordering OT B-O 
is OT B-O 
by OT B-O 
using OT B-O 
the OT B-O 
ID/LP AN B-AN 
formalism OT B-O 
, OT B-O 
a LF I-LF 
subformalism OT B-O 
of OT B-O 
GPSG AN B-AN 
that OT B-O 
allows OT B-O 
immediate LF I-LF 
dominance LF I-LF 
( OT B-O 
ID AN I-AN 
) OT B-O 
information OT B-O 
to OT B-O 
be OT B-O 
specified OT B-O 
separately OT B-O 
from OT B-O 
linear LF I-LF 
precedence LF I-LF 
( OT B-O 
LP AN B-AN 
) OT B-O 
notions OT B-O 
. OT B-O 
( OT B-O 

ded OT B-O 
systems OT B-O 
. OT B-O 
It OT B-O 
is OT B-O 
widely OT B-O 
used OT B-O 
by OT B-O 
software OT B-O 
certification OT B-O 
authorities OT B-O 
such OT B-O 
as OT B-O 
FAA AN B-AN 
( OT B-O 
Federal LF B-LF 
Aviation LF I-LF 
Association LF I-LF 
) OT B-O 
, OT B-O 
and OT B-O 
it OT B-O 
establishes OT B-O 
some OT B-O 
guidelines OT B-O 
and OT B-O 

knowledge OT B-O 
resources OT B-O 
( OT B-O 
e.g. OT B-O 
, OT B-O 
WordNet OT B-O 
) OT B-O 
, OT B-O 
and OT B-O 
( OT B-O 
ii OT B-O 
) OT B-O 
corpus-based OT B-O 
that OT B-O 
do OT B-O 
not OT B-O 
require OT B-O 
any OT B-O 
external OT B-O 
knowledge OT B-O 
source OT B-O 
. OT B-O 
Corpus-based OT B-O 
metrics OT B-O 
are OT B-O 
formalized OT B-O 
as OT B-O 
Distributional LF B-LF 
Semantic LF I-LF 
Models LF I-LF 
( OT B-O 
DSMs AN B-AN 
) OT B-O 
( OT B-O 
Baroni OT B-O 
and OT B-O 
Lenci OT B-O 
, OT B-O 
2010 OT B-O 
) OT B-O 
based OT B-O 
on LF I-LF 
the OT B-O 
distributional OT B-O 
hypothesis OT B-O 
of OT B-O 
meaning OT B-O 
( OT B-O 
Harris OT B-O 
, OT B-O 
1954 OT B-O 
) OT B-O 
. OT B-O 

Several OT B-O 
numerical OT B-O 
algorithms OT B-O 
, OT B-O 
such OT B-O 
as OT B-O 
Generalized OT B-O 
Iterative LF B-LF 
Scaling LF I-LF 
( OT B-O 
GIS OT B-O 
) OT B-O 
( OT B-O 
Darroch OT B-O 
and OT B-O 
Ratcliff OT B-O 
1972 OT B-O 
) OT B-O 
, OT B-O 
Improved OT B-O 
Iterative LF I-LF 
Scaling LF I-LF 
( OT B-O 
IIS AN B-AN 
) OT B-O 
( OT B-O 
Della OT B-O 
Pietra OT B-O 
, OT B-O 
Della OT B-O 
Pietra OT B-O 
, OT B-O 
and OT B-O 
Lafferty OT B-O 
1997 OT B-O 
) OT B-O 
, OT B-O 
and OT B-O 
the OT B-O 
Limitedmemory OT B-O 
Broyden-Fletcher-Goldfarb-Shanno OT B-O 
method OT B-O 
( OT B-O 
L-BFGS OT B-O 
) OT B-O 
( OT B-O 
Nocedal OT B-O 
and OT B-O 
Wright OT B-O 

which OT B-O 
allows OT B-O 
POS AN B-AN 
tagged OT B-O 
and LF B-LF 
chunked OT B-O 
data OT B-O 
to OT B-O 
be OT B-O 
represented OT B-O 
( OT B-O 
including OT B-O 
recursion OT B-O 
) OT B-O 
, OT B-O 
and LF I-LF 
Shakti LF I-LF 
Standard LF I-LF 
Format LF I-LF 
( OT B-O 
SSF AN B-AN 
) OT B-O 
2 OT B-O 
. OT B-O 
The OT B-O 
editor OT B-O 
allows OT B-O 

This OT B-O 
system OT B-O 
tags OT B-O 
, OT B-O 
lemmatizes OT B-O 
and OT B-O 
parses OT B-O 
corpus OT B-O 
data OT B-O 
using OT B-O 
the OT B-O 
current OT B-O 
version OT B-O 
of OT B-O 
the OT B-O 
RASP AN B-AN 
( OT B-O 
Robust LF B-LF 
Accurate LF I-LF 
Statistical LF I-LF 
Parsing LF I-LF 
) OT B-O 
toolkit OT B-O 
( OT B-O 
Briscoe OT B-O 
et OT B-O 
al LF I-LF 
, OT B-O 
2006 OT B-O 
) OT B-O 
, OT B-O 
and OT B-O 
on OT B-O 
the OT B-O 
basis OT B-O 
of OT B-O 
resulting OT B-O 

It OT B-O 
predicts OT B-O 
four OT B-O 
type OT B-O 
of OT B-O 
reordering OT B-O 
patterns OT B-O 
, OT B-O 
namely OT B-O 
MA AN B-AN 
( OT B-O 
monotone LF B-LF 
adjacent LF I-LF 
) OT B-O 
, OT B-O 
MG AN B-AN 
( OT B-O 
monotone LF I-LF 
gap LF B-LF 
) OT B-O 
, OT B-O 
RA AN B-AN 
( OT B-O 
reverse LF I-LF 
adjacent LF I-LF 
) OT B-O 
, OT B-O 
and OT B-O 
RG AN B-AN 
( OT B-O 
reverse LF I-LF 
gap LF I-LF 
) OT B-O 
. OT B-O 

< OT B-O 
AbstractText OT B-O 
Label= OT B-O 
? OT B-O 
RESULTS OT B-O 
? OT B-O 
NlmCategory= OT B-O 
? OT B-O 
RESULTS OT B-O 
? OT B-O 
> OT B-O 
Premature OT B-O 
delivery OT B-O 
rate OT B-O 
was OT B-O 
higher OT B-O 
( OT B-O 
p OT B-O 
= OT B-O 
0.048 OT B-O 
) OT B-O 
in OT B-O 
the OT B-O 
CKC AN B-AN 
group OT B-O 
( OT B-O 
14/36 OT B-O 
, OT B-O 
38.88 OT B-O 
% OT B-O 
) OT B-O 
than OT B-O 
in OT B-O 
