-DOCSTART- -X- O
‪IP‬‬ OT B-O 
‫عبورکند OT B-O 
‪ OT B-O 
. OT B-O 
‬ OT B-O 
برای OT B-O 
تایید OT B-O 
نتایج OT B-O 
مسیریابی OT B-O 
سیاست OT B-O 
محور OT B-O 
‪ OT B-O 
،‬ OT B-O 
مثال OT B-O 
‪ OT B-O 
1 OT B-O 
- OT B-O 
2 OT B-O 
‬ OT B-O 
دو OT B-O 
دستور OT B-O 
ردیابی OT B-O 
مسیر OT B-O 
را OT B-O 
نشان OT B-O 
می OT B-O 
دهد OT B-O 
‪ OT B-O 
: OT B-O 
‬ OT B-O 
یکی OT B-O 
از OT B-O 
‪ OT B-O 
PC1 OT B-O 
‬‬ OT B-O 

شکل OT B-O 
به OT B-O 
طور OT B-O 
کلی OT B-O 
دو OT B-O 
بخش OT B-O 
اصلی OT B-O 
ساختار OT B-O 
گره OT B-O 
VANET OT B-O 
را OT B-O 
نشان OT B-O 
می OT B-O 
دهد OT B-O 
، OT B-O 
دامنه OT B-O 
کاربردی OT B-O 
و OT B-O 
دامنه OT B-O 
ارتباطی OT B-O 
با OT B-O 
کارکرد OT B-O 
مربوط OT B-O 
به OT B-O 
انتشار OT B-O 
اطلاعات OT B-O 
ایمنی OT B-O 
ارتباط OT B-O 
دارد OT B-O 
و OT B-O 
روی OT B-O 
یکدیگر OT B-O 
تاثیر OT B-O 
می OT B-O 
گذارند OT B-O 
با OT B-O 
واسط OT B-O 
برای OT B-O 
تغییر OT B-O 
داده OT B-O 
ایمنی OT B-O 
با OT B-O 
فرستادن OT B-O 
به OT B-O 
/ OT B-O 
با OT B-O 
دریافت OT B-O 
از OT B-O 
گره OT B-O 
های OT B-O 
دیگر OT B-O 
یا OT B-O 
اطلاعات OT B-O 
وضعیت OT B-O 
عمل OT B-O 
می OT B-O 
کنند OT B-O 
. OT B-O 
حال OT B-O 
آنکه OT B-O 
مشخصه OT B-O 
های OT B-O 
هر OT B-O 
دو OT B-O 
دامنه OT B-O 
را OT B-O 
شرح OT B-O 
می OT B-O 
دهیم OT B-O 
و OT B-O 
واسط OT B-O 
درخواست OT B-O 
شده OT B-O 
از OT B-O 
آن OT B-O 
سوی OT B-O 
محدوده OT B-O 
معین OT B-O 
شده OT B-O 
در OT B-O 
این OT B-O 
قسمت OT B-O 
شرح OT B-O 
می OT B-O 
دهیم OT B-O 
1 OT B-O 
) OT B-O 
چطور OT B-O 
وظیفه OT B-O 
های OT B-O 
درخواستی OT B-O 
در OT B-O 
گره OT B-O 
VANET OT B-O 
به OT B-O 
دامنه OT B-O 
مربوطه OT B-O 
و OT B-O 
ساخته OT B-O 
شده OT B-O 
در OT B-O 
بسته OT B-O 
های OT B-O 
مناسب OT B-O 
ارجاع OT B-O 
داده OT B-O 
می OT B-O 
شود OT B-O 
( OT B-O 
شکل OT B-O 
25 OT B-O 
) OT B-O 
. OT B-O 
2 OT B-O 
) OT B-O 
استراتژی OT B-O 
انتشار OT B-O 
داده OT B-O 
برای OT B-O 
هر OT B-O 
دو OT B-O 
نوع OT B-O 
پیام OT B-O 
های OT B-O 
ایمنی OT B-O 
ارایه OT B-O 
شده OT B-O 
و OT B-O 
3 OT B-O 
) OT B-O 
چطور OT B-O 
هماهنگی OT B-O 
بین OT B-O 
گره OT B-O 
های OT B-O 
غیر OT B-O 
هوشمند OT B-O 
و OT B-O 
هوشمند OT B-O 
با OT B-O 
موفقیت OT B-O 
انجام OT B-O 
گرفته OT B-O 
است OT B-O 
. OT B-O 

در OT B-O 
جلو OT B-O 
تمامی OT B-O 
توابع OT B-O 
حتما OT B-O 
باید OT B-O 
( OT B-O 
) OT B-O 
پرانتزها OT B-O 
باشند OT B-O 
، OT B-O 
البته OT B-O 
print OT B-O 
یک OT B-O 
استثنا OT B-O 
است OT B-O 
که OT B-O 
بدون OT B-O 
پرانتز OT B-O 
هم OT B-O 
کار OT B-O 
می OT B-O 
کند OT B-O 
PHP OT B-O 
Code OT B-O 
: OT B-O 
print OT B-O 
( OT B-O 
( OT B-O 
`` OT B-O 
Hello OT B-O 
Web OT B-O 
`` OT B-O 
) OT B-O 
; OT B-O 

در OT B-O 
مدل OT B-O 
N OT B-O 
- OT B-O 
Series OT B-O 
، OT B-O 
گاز OT B-O 
در OT B-O 
ريكلوزر OT B-O 
اتوماتيك OT B-O 
قرار OT B-O 
گرفته OT B-O 
و OT B-O 
اطراف OT B-O 
كنتاكت‌ها OT B-O 
خطا OT B-O 
به OT B-O 
طور OT B-O 
كامل OT B-O 
قرار OT B-O 
گرفته OT B-O 
و OT B-O 
درون OT B-O 
محفظه‌ي OT B-O 
آن OT B-O 
از OT B-O 
گاز OT B-O 
SF6 OT B-O 
پر OT B-O 
شده OT B-O 
است OT B-O 
. OT B-O 

‫ OT B-O 
‪ OT B-O 
metric‬‬ OT B-O 
‫کلید OT B-O 
واژه OT B-O 
پس OT B-O 
از OT B-O 
آن OT B-O 
به OT B-O 
دنبال OT B-O 
چهار OT B-O 
مولفه OT B-O 
متریک OT B-O 
( OT B-O 
پهنای OT B-O 
باند OT B-O 
‪ OT B-O 
،‬ OT B-O 
تاخیر OT B-O 
‪ OT B-O 
،‬ OT B-O 
قابلیت OT B-O 
اطمینان OT B-O 
‪ OT B-O 
، OT B-O 
‬‬ OT B-O 
‫بار OT B-O 
لینک OT B-O 
) OT B-O 
‪ OT B-O 
،‬به OT B-O 
عالوه OT B-O 
‪MTU OT B-O 
‬ OT B-O 
همراه OT B-O 
با OT B-O 
مسیر OT B-O 
‪ OT B-O 
.‬‬ OT B-O 
‫ OT B-O 
‪match‬‬ OT B-O 
‫اگرباز OT B-O 
توزیع OT B-O 
از OT B-O 
‪ OT B-O 
OSPF OT B-O 
‬ OT B-O 
باشد OT B-O 
‪ OT B-O 
،‬ OT B-O 
این OT B-O 
کلمه OT B-O 
به OT B-O 
ما OT B-O 
اجازه OT B-O 
می OT B-O 
دهد OT B-O 
تا OT B-O 
مسیرهای OT B-O 
داخلی OT B-O 
و OT B-O 
‬ OT B-O 

مقدار OT B-O 
برگشتي OT B-O 
V OT B-O 
قيمت OT B-O 
واحد OT B-O 

در OT B-O 
این OT B-O 
مدل OT B-O 
به OT B-O 
منظور OT B-O 
تشخیص OT B-O 
بن OT B-O 
بست OT B-O 
، OT B-O 
تنها OT B-O 
تشخیص OT B-O 
یک OT B-O 
چرخه OT B-O 
در OT B-O 
گراف OT B-O 
- OT B-O 
انتظار OT B-O 
- OT B-O 
برای OT B-O 
کافی OT B-O 
نیست OT B-O 
، OT B-O 
یافتن OT B-O 
بن OT B-O 
بست OT B-O 
شامل OT B-O 
پیدا OT B-O 
کردن OT B-O 
یک OT B-O 
گره OT B-O 
در OT B-O 
گراف OT B-O 
- OT B-O 
انتظار OT B-O 
- OT B-O 
برای OT B-O 
است OT B-O 
. OT B-O 
فرایندی OT B-O 
که OT B-O 
نیاز OT B-O 
به OT B-O 
منابعی OT B-O 
برای OT B-O 
اجرا OT B-O 
دارد OT B-O 
، OT B-O 
زمانی OT B-O 
می OT B-O 
تواند OT B-O 
پیش OT B-O 
رود OT B-O 
که OT B-O 
حداقل OT B-O 
یکی OT B-O 
از OT B-O 
منابعش OT B-O 
را OT B-O 
به OT B-O 
دست OT B-O 
آورد OT B-O 
. OT B-O 
دلیلی OT B-O 
که OT B-O 
شرط OT B-O 
OR OT B-O 
برای OT B-O 
بن OT B-O 
بست OT B-O 
ارتباطی OT B-O 
استفاده OT B-O 
شده OT B-O 
است OT B-O 
این OT B-O 
است OT B-O 
که OT B-O 
اغلب OT B-O 
ساختارهای OT B-O 
کنترل OT B-O 
توزیع OT B-O 
شده OT B-O 
غیرقطعی OT B-O 
- OT B-O 
None OT B-O 
deterministic OT B-O 

‫مراحل OT B-O 
موجود OT B-O 
در OT B-O 
شکل OT B-O 
به OT B-O 
قرار OT B-O 
ذیل OT B-O 
خواهند OT B-O 
بود OT B-O 
‪ OT B-O 
.‬‬ OT B-O 
‫مرحله OT B-O 
‪ OT B-O 
: OT B-O 
1 OT B-O 
‬ OT B-O 
مسیریاب OT B-O 
‪ OT B-O 
R9 OT B-O 
‬ OT B-O 
یک OT B-O 
مسیر OT B-O 
را OT B-O 
برای OT B-O 
شبکه OT B-O 
‪ OT B-O 
172 OT B-O 
. OT B-O 
20 OT B-O 
. OT B-O 
0 OT B-O 
. OT B-O 
0 OT B-O 
/ OT B-O 
16 OT B-O 
‬ OT B-O 
از OT B-O 
حوزه OT B-O 
‪ OT B-O 
RIP‬ OT B-O 
به OT B-O 
سومت OT B-O 
حووزه OT B-O 
‪ OT B-O 
ELGRP OT B-O 
‬ OT B-O 
تبلیوغ OT B-O 
‬ OT B-O 

RIP OT B-O 
‫ OT B-O 
به OT B-O 
سمت OT B-O 
‬ OT B-O 
OSPF OT B-O 
‫ OT B-O 
تایید OT B-O 
بازتوزیع OT B-O 
‬ OT B-O 
1 OT B-O 
- OT B-O 
22 OT B-O 
‫ OT B-O 
مثال‬ OT B-O 
R4 OT B-O 
# OT B-O 
show OT B-O 
ip OT B-O 
route OT B-O 

اين LF B-LF 
عمل OT B-O 
با OT B-O 
كليدزني OT B-O 
يك OT B-O 
منبع LF I-LF 
dc AN B-AN 
به OT B-O 
‌طور OT B-O 
مناسب OT B-O 
و LF I-LF 
تبديل OT B-O 
آن OT B-O 
به OT B-O 
يك OT B-O 
منبع LF I-LF 
ac AN B-AN 
انجام OT B-O 
مي‌پذيرد OT B-O 
. OT B-O 
اگر OT B-O 
اينورتر LF I-LF 
منبع LF I-LF 
ولتاژ LF I-LF 
باشد OT B-O 
به OT B-O 
آن OT B-O 
اينورتر LF I-LF 
منبع LF I-LF 
ولتاژ LF I-LF 
( OT B-O 
VSI AN B-AN 
) OT B-O 
21 OT B-O 
و LF I-LF 
اگر OT B-O 
منبع LF I-LF 
جريان LF I-LF 
باشد OT B-O 
به OT B-O 
آن OT B-O 
اينورتر LF I-LF 
منبع LF I-LF 
جريان LF I-LF 
( OT B-O 
CSI AN B-AN 
) OT B-O 
22 OT B-O 
مي‌گويند OT B-O 
. OT B-O 
ب LF I-LF 
- OT B-O 
1 OT B-O 
) OT B-O 
SVC AN B-AN 
با OT B-O 
استفاده OT B-O 
از OT B-O 
اينورتر LF I-LF 
منبع LF I-LF 
ولتاژ LF I-LF 
( OT B-O 
VSI AN I-AN 
) OT B-O 

C OT B-O 
مسيري OT B-O 
با OT B-O 
كمترين OT B-O 
تقاطع OT B-O 
ها OT B-O 
است OT B-O 
و OT B-O 
D OT B-O 
كوتاهترين OT B-O 
مسير OT B-O 
است OT B-O 
. OT B-O 
شكل OT B-O 
6 OT B-O 
: OT B-O 
ميزان OT B-O 
تبادلات OT B-O 
براي OT B-O 
3 OT B-O 
صفت OT B-O 
راجع OT B-O 
به OT B-O 
مسافت OT B-O 
، OT B-O 
محاسبه OT B-O 
از OT B-O 
تمام OT B-O 
داده OT B-O 
ها OT B-O 
براي OT B-O 
هر OT B-O 
موضوع OT B-O 
است OT B-O 
. OT B-O 
ارزشهاي OT B-O 
مثبت OT B-O 
بالا OT B-O 
براي OT B-O 
يك OT B-O 
مسافتي OT B-O 
اشاره OT B-O 
مي OT B-O 
كند OT B-O 
كه OT B-O 
كوتاهترين OT B-O 
مسافت OT B-O 
است OT B-O 
و OT B-O 
كم OT B-O 
اهميت OT B-O 
تر OT B-O 
از OT B-O 
كاهش OT B-O 
است OT B-O 
كه OT B-O 
نسبت OT B-O 
داده OT B-O 
مي OT B-O 
شود OT B-O 
، OT B-O 
ارزشهاي OT B-O 
نزديك OT B-O 
صفر OT B-O 
اشاره OT B-O 
مي OT B-O 
كند OT B-O 
كه OT B-O 
فاصله OT B-O 
كوتاهتر OT B-O 
مهم OT B-O 
تر OT B-O 
است OT B-O 
و OT B-O 
ارزش OT B-O 
هاي OT B-O 
منفي OT B-O 
بالا OT B-O 
اشاره OT B-O 
مي OT B-O 
كند OT B-O 
كه OT B-O 
مسافت OT B-O 
طولاني OT B-O 
تر OT B-O 
قابل OT B-O 
ترجيح OT B-O 
تر OT B-O 
است OT B-O 
. OT B-O 

انواع OT B-O 
مختلف OT B-O 
اطلاعات OT B-O 
در OT B-O 
یک OT B-O 
متغیر OT B-O 
می OT B-O 
تواند OT B-O 
ذخیره OT B-O 
شود OT B-O 
که OT B-O 
در OT B-O 
طول OT B-O 
برنامه OT B-O 
می OT B-O 
توانید OT B-O 
رفتارهای OT B-O 
متفاوتی OT B-O 
با OT B-O 
آن OT B-O 
نمایید OT B-O 
. OT B-O 
برخی OT B-O 
زبانهای OT B-O 
برنامه OT B-O 
نویسی OT B-O 
شما OT B-O 
را OT B-O 
وادار OT B-O 
می OT B-O 
کنند OT B-O 
که OT B-O 
در OT B-O 
ابتدا OT B-O 
و OT B-O 
در OT B-O 
موقع OT B-O 
تعریف OT B-O 
متغیر OT B-O 
نوع OT B-O 
آن OT B-O 
را OT B-O 
نیز OT B-O 
مشخص OT B-O 
نمایید OT B-O 
. OT B-O 
ولی OT B-O 
در OT B-O 
PHP OT B-O 
لزومی OT B-O 
به OT B-O 
این OT B-O 
کار OT B-O 
نیست OT B-O 
و OT B-O 
نوع OT B-O 
اولین OT B-O 
مقداری OT B-O 
که OT B-O 
وارد OT B-O 
متغیر OT B-O 
شود OT B-O 
، OT B-O 
به OT B-O 
عنوان OT B-O 
نوع OT B-O 
متغیر OT B-O 
شناخته OT B-O 
می OT B-O 
شود OT B-O 
. OT B-O 

‫ OT B-O 
تطابق OT B-O 
دارد OT B-O 
‬7 OT B-O 
- OT B-O 
91 OT B-O 
‫ OT B-O 
پیکربندی OT B-O 
را OT B-O 
نشان OT B-O 
می OT B-O 
دهد OT B-O 
که OT B-O 
با OT B-O 
شکل OT B-O 
‬7 OT B-O 
- OT B-O 
1‫ OT B-O 
مثال OT B-O 
‬ OT B-O 
! OT B-O 
The OT B-O 
following OT B-O 
is OT B-O 
the OT B-O 
routing OT B-O 
protocol OT B-O 
configuration OT B-O 
on OT B-O 
RD1 OT B-O 

‫بینیم OT B-O 
که OT B-O 
پیکربندی OT B-O 
در OT B-O 
‪ OT B-O 
R1 OT B-O 
‬ OT B-O 
دستور OT B-O 
‪ OT B-O 
network OT B-O 
192 OT B-O 
. OT B-O 
168 OT B-O 
. OT B-O 
12 OT B-O 
. OT B-O 
0 OT B-O 
255 OT B-O 
. OT B-O 
255 OT B-O 
. OT B-O 
255 OT B-O 
. OT B-O 
0 OT B-O 
area OT B-O 
0‬ OT B-O 
را OT B-O 
فهرست OT B-O 
می OT B-O 
کند OT B-O 
و OT B-O 
‬ OT B-O 
‫ OT B-O 
به OT B-O 
‪ OT B-O 
OSPF OT B-O 
‬ OT B-O 
موجود OT B-O 
در OT B-O 
واسط OT B-O 
‪ OT B-O 
fa OT B-O 
0 OT B-O 
/ OT B-O 
1 OT B-O 
‬ OT B-O 
امکانات OT B-O 
الزم OT B-O 
را OT B-O 
می OT B-O 
دهد OT B-O 
‪ OT B-O 
. OT B-O 
‬ OT B-O 
بدین OT B-O 
ترتیب OT B-O 
‪ OT B-O 
،‬ OT B-O 
فرایند OT B-O 
باز OT B-O 
توزیع OT B-O 
نیز OT B-O 
این OT B-O 
مسیر OT B-O 
را OT B-O 
باز OT B-O 
‬ OT B-O 

‫جدول OT B-O 
‪ OT B-O 
5 OT B-O 
- OT B-O 
9 OT B-O 
‬ OT B-O 
انتخاب OT B-O 
مسیرها OT B-O 
با OT B-O 
استفاده OT B-O 
از OT B-O 
دستور OT B-O 
تنظیم OT B-O 
‪ OT B-O 
83 OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
P OT B-O 
BR‬‬ OT B-O 
‫شکل OT B-O 
‪ OT B-O 
5 OT B-O 
- OT B-O 
2 OT B-O 
‬ OT B-O 
شبکه OT B-O 
مورد OT B-O 
استفاده OT B-O 
در OT B-O 
مثال OT B-O 
‪ OT B-O 
87 OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
PBR OT B-O 
‬‬ OT B-O 

L OT B-O 
- OT B-O 
4 OT B-O 
834 OT B-O 
X OT B-O 
8 OT B-O 
. OT B-O 
8 OT B-O 
- OT B-O 
9 OT B-O 
. OT B-O 
5 OT B-O 

7 OT B-O 
- OT B-O 
2 OT B-O 
- OT B-O 
9 OT B-O 
- OT B-O 
5 OT B-O 
- OT B-O 
ماژول OT B-O 
GPS OT B-O 
120 OT B-O 
8 OT B-O 
- OT B-O 
2 OT B-O 
- OT B-O 
9 OT B-O 
- OT B-O 
5 OT B-O 
- OT B-O 
ویژگی OT B-O 
MUDBUS OT B-O 
120 OT B-O 
10 OT B-O 
- OT B-O 
5 OT B-O 
- OT B-O 
پیکر OT B-O 
بندی OT B-O 
دوگانه OT B-O 
dsa OT B-O 
121 OT B-O 

‫ OT B-O 
شکل OT B-O 
‪ OT B-O 
3 OT B-O 
- OT B-O 
12 OT B-O 
‬ OT B-O 
فرآیند OT B-O 
افزایش OT B-O 
و OT B-O 
تبدیل OT B-O 
‪ OT B-O 
LSA OT B-O 
‬ OT B-O 
نوع OT B-O 
‪ OT B-O 
1 OT B-O 
‬‬ OT B-O 
‫این OT B-O 
مراحل OT B-O 
را OT B-O 
در OT B-O 
شکل OT B-O 
دنبال OT B-O 
کنید OT B-O 
‪ OT B-O 
.‬‬ OT B-O 

L OT B-O 
- OT B-O 
4837 OT B-O 
X OT B-O 
9 OT B-O 
. OT B-O 
2 OT B-O 
- OT B-O 
9 OT B-O 
. OT B-O 
55 OT B-O 

انواع OT B-O 
شبکه LF B-LF 
های LF I-LF 
بی LF I-LF 
سیم LF I-LF 
1 OT B-O 
1 OT B-O 
- OT B-O 
1WPAN OT B-O 
1 OT B-O 
2 OT B-O 
- OT B-O 
1 OT B-O 
WLANS AN B-AN 
1 OT B-O 

‫ OT B-O 
‪ OT B-O 
ASBR AN B-AN 
‬ AN B-AN 
که OT B-O 
مسیر LF B-LF 
را OT B-O 
تزریق OT B-O 
می OT B-O 
کند OT B-O 
‬ AN I-AN 
‫ OT B-O 
‪ OT B-O 
RID‬ AN I-AN 
مربوط OT B-O 
به OT B-O 
‬ AN I-AN 
‫▪ OT B-O 
مسیریاب LF I-LF 
تبلیغ LF I-LF 
کننده LF I-LF 
‪ OT B-O 
: OT B-O 
‬‬ OT B-O 
‫‪ OT B-O 
ASBR AN I-AN 
‬ AN I-AN 
تنظیم OT B-O 
می OT B-O 
شود OT B-O 
‬ AN I-AN 
‫▪ OT B-O 
متریک OT B-O 
‪ OT B-O 
: OT B-O 
‬ AN I-AN 
متریکی OT B-O 
که OT B-O 
توسط OT B-O 
‬ AN I-AN 

مسئوليت OT B-O 
پياما OT B-O 
از OT B-O 
لحاظ OT B-O 
تهيه OT B-O 
، OT B-O 
ارسال OT B-O 
و OT B-O 
دريافت OT B-O 
، OT B-O 
پي OT B-O 
گيري OT B-O 
بر OT B-O 
عهده OT B-O 
دو OT B-O 
مركز OT B-O 
عمده OT B-O 
يعني OT B-O 
: OT B-O 
سرويس OT B-O 
دهنده OT B-O 
( OT B-O 
شبكه OT B-O 
سوييفت OT B-O 
) OT B-O 
2 OT B-O 
- OT B-O 
مصربف OT B-O 
كننده OT B-O 
ها OT B-O 
( OT B-O 
بانكها OT B-O 
) OT B-O 
مي OT B-O 
باشد OT B-O 
و OT B-O 
هر OT B-O 
بخش OT B-O 
بر OT B-O 
حوزه OT B-O 
تحت OT B-O 
اختيار OT B-O 
خود OT B-O 
نظارت OT B-O 
مي OT B-O 
كند OT B-O 
. OT B-O 
بعنوان OT B-O 
مثال OT B-O 
بانكها OT B-O 
( OT B-O 
فرستنده OT B-O 
و OT B-O 
گيرنده OT B-O 
) OT B-O 
بر OT B-O 
ارتباطشان OT B-O 
با OT B-O 
SAP OT B-O 
نظارت OT B-O 
كرده OT B-O 
و OT B-O 
شبكه OT B-O 
سوييفت OT B-O 
نيز OT B-O 
بر OT B-O 
SAP OT B-O 
، OT B-O 
OPC OT B-O 
و OT B-O 
ارتباطات OT B-O 
بين OT B-O 
المللي OT B-O 
كنترل OT B-O 
دارد OT B-O 
. OT B-O 
همچنين OT B-O 
اگر OT B-O 
پيامي OT B-O 
مفقود OT B-O 
شود OT B-O 
سوييفت OT B-O 
پي OT B-O 
گيري OT B-O 
لازم OT B-O 
را OT B-O 
انجام OT B-O 
مي OT B-O 
دهد OT B-O 
. OT B-O 

با OT B-O 
کامپایل OT B-O 
فایل OT B-O 
OTCL OT B-O 
، OT B-O 
ما OT B-O 
مسیر OT B-O 
فایل OT B-O 
را OT B-O 
به OT B-O 
دست OT B-O 
می OT B-O 
آوریم OT B-O 
. OT B-O 
با OT B-O 
کاربرد OT B-O 
طرح OT B-O 
GNU OT B-O 
ما OT B-O 
می OT B-O 
توانیم OT B-O 
نتایج OT B-O 
شبیه OT B-O 
سازی OT B-O 
را OT B-O 
ترسیم OT B-O 
می OT B-O 
کنیم OT B-O 
. OT B-O 
2 OT B-O 
- OT B-O 
12 OT B-O 
- OT B-O 
3 OT B-O 
نتایج OT B-O 
آزمایش OT B-O 

gd OT B-O 
_ OT B-O 
info OT B-O 
دادن OT B-O 
اطلاعات OT B-O 
در OT B-O 
باره OT B-O 
نسخه OT B-O 
و OT B-O 
ديگر OT B-O 
چيزهاي OT B-O 
GD OT B-O 
نصب OT B-O 
شده OT B-O 
: OT B-O 
اين OT B-O 
تابع OT B-O 
خروجي OT B-O 
از OT B-O 
نسخه OT B-O 
چي OT B-O 
دي OT B-O 
و OT B-O 
فرمت OT B-O 
هاي OT B-O 
پشتيباني OT B-O 
شده OT B-O 
توسط OT B-O 
جي OT B-O 
دي OT B-O 
و OT B-O 
.. OT B-O 
. OT B-O 
را OT B-O 
به OT B-O 
شما OT B-O 
ميدهد OT B-O 
: OT B-O 
PHP OT B-O 
Code OT B-O 
: OT B-O 

( OT B-O 
% OT B-O 
) OT B-O 
R OT B-O 
. OT B-O 
H OT B-O 
. OT B-O 
شكل OT B-O 
25 OT B-O 

پرسنل OT B-O 
‌ OT B-O 
اتاق OT B-O 
كنترل OT B-O 
براي OT B-O 
هماهگي OT B-O 
فعاليت‌ها OT B-O 
در OT B-O 
شبكه OT B-O 
از OT B-O 
اطلاعات OT B-O 
جغرافيائي OT B-O 
استفاده OT B-O 
مي‌كنند OT B-O 
. OT B-O 
از OT B-O 
اطلاعات OT B-O 
و OT B-O 
نقشه‌هاي OT B-O 
اسكيماتيك OT B-O 
شبكه OT B-O 
نظارت OT B-O 
و OT B-O 
كنترل OT B-O 
از OT B-O 
راه OT B-O 
دور OT B-O 
شبكه OT B-O 
هنگام OT B-O 
كار OT B-O 
در OT B-O 
شرائط OT B-O 
عادي OT B-O 
يا OT B-O 
اضطراري OT B-O 
استفاده OT B-O 
مي‌شود OT B-O 
. OT B-O 
به OT B-O 
اين OT B-O 
ترتيب OT B-O 
اطلاعات OT B-O 
غير OT B-O 
زمان OT B-O 
حقيقي OT B-O 
( OT B-O 
Non- OT B-O 
real OT B-O 
time OT B-O 
) OT B-O 
در OT B-O 
قسمت OT B-O 
AM OT B-O 
/ OT B-O 
FM OT B-O 
/ OT B-O 
GIS OT B-O 
نگهداري OT B-O 
مي‌شوند OT B-O 
. OT B-O 

‫ﺟﺪاول OT B-O 
ﻣﺴﯿﺮﯾﺎﺑﯽ OT B-O 
ﺑﻪ OT B-O 
ﻧﺎم OT B-O 
‪ OT B-O 
RDVT OT B-O 
‬ OT B-O 
اﺳﺘﻔﺎده OT B-O 
ﻣﯽﺷﻮد OT B-O 
‪ OT B-O 
. OT B-O 
‬ OT B-O 
در OT B-O 
اﯾﻦ OT B-O 
ﺟﺪاول OT B-O 
ﻓﺎﺻﻠﻪ OT B-O 
ﻣﻨﺎﺑﻊ OT B-O 
ﺗﺎ OT B-O 
ﮔﺮهﻫﺎ OT B-O 
ﻧﮕﻬﺪاري OT B-O 
ﻣـﯽ OT B-O 
‪ OT B-O 
- OT B-O 
‬‬ OT B-O 
‫ﺷﻮد‪ OT B-O 
.‬ OT B-O 
